EX_lcts(e)	230.35000357876876
EX_but(e)	0
EX_octa(e)	4.2278296270691715
EX_dca(e)	2.6309043675371537
EX_ddca(e)	17.660947931310954
EX_ttdca(e)	6.8739416703685325
EX_hdca(e)	32.52418308791028
EX_ocdca(e)	5.3643904295809115
EX_hdcea(e)	0
EX_ocdcea(e)	51.52682468927362
EX_CE2510(e)	0
EX_doco13ac(e)	0
EX_lnlc(e)	25.949273093267728
EX_strdnc(e)	0
EX_arachd(e)	0
EX_tmndnc[e]	0
EX_clpnd(e)	0
EX_crvnc(e)	0
EX_chsterol(e)	0.06190555626678667
EX_ca2(e)	14.052597435001747
EX_fe2(e)	0.11723878592532903
EX_fe3(e)	0.11723878592532903
EX_mg2(e)	2.3751491462662004
EX_pi(e)	3.9608540591565067
EX_k(e)	20.166605709199636
EX_na1(e)	8.513004093967142
EX_zn2(e)	0.11198531661058429
EX_cu2(e)	0.00864129921631574
EX_h2o(e)	257.91439267111025
EX_etoh(e)	0
EX_ascb_L(e)	0.4985032795366735
EX_thm(e)	0.0021755040236724746
EX_ribflv(e)	0.002693563330595734
EX_nac(e)	0.029981613657489872
EX_ncam(e)	0.029975942602882628
EX_pydam(e)	0.0008598845948507003
EX_pydx(e)	0.0008703732506989228
EX_pydxn(e)	0.000860002514120253
EX_5mthf(e)	0.00006372807029980943
EX_fol(e)	0.0003317063644796255
EX_thf(e)	0.00006588886711336805
EX_chol[e]	1.6760166956575167
EX_adpcbl(e)	0.0000013816315179118931
EX_retinol(e)	0.0023101983022611847
EX_caro(e)	0
EX_avite1(e)	0.02255644858524177
EX_phyQ(e)	0.00012808642283474196
